Attrition_Flag,Customer_Age,Gender,Education_Level,Card_Category,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Income_Category_final,customer
Existing Customer,49,F,Graduate,Blue,0,0.763,4726,78,0.814,0,SecondClass,Customer N_3422
Attrited Customer,46,M,Doctorate,Blue,1771,0,1447,23,0,0.214,FirstClass,Customer N_3423
Existing Customer,46,F,Graduate,Blue,1611,0.682,3992,57,0.727,0.524,SecondClass,Customer N_3424
Existing Customer,48,M,High School,Blue,889,0.67,4900,89,0.745,0.1,SecondClass,Customer N_3425
Attrited Customer,52,M,Graduate,Blue,2517,0.841,2680,51,0.545,0.655,FirstClass,Customer N_3426
Existing Customer,37,F,Graduate,Blue,0,0.688,4715,81,0.841,0,SecondClass,Customer N_3427
Existing Customer,42,M,High School,Blue,1885,0.643,4212,75,0.744,0.242,SecondClass,Customer N_3428
Existing Customer,48,F,Graduate,Blue,1192,0.763,4862,41,0.242,0.699,SecondClass,Customer N_3429
Attrited Customer,52,F,Doctorate,Blue,1605,0.756,2538,39,0.696,0.881,SecondClass,Customer N_3430
Existing Customer,40,M,High School,Blue,1323,0.882,4806,91,0.896,0.108,FirstClass,Customer N_3431
Existing Customer,39,F,Uneducated,Blue,803,0.802,4003,74,0.721,0.078,SecondClass,Customer N_3432
Existing Customer,42,M,Graduate,Silver,1843,0.84,3464,67,0.558,0.122,SecondClass,Customer N_3433
Attrited Customer,41,F,High School,Blue,204,0.685,2014,54,0.8,0.044,SecondClass,Customer N_3434
Existing Customer,53,F,Graduate,Blue,0,0.762,4012,59,0.639,0,SecondClass,Customer N_3435
Existing Customer,49,F,High School,Blue,2517,0.865,3912,67,0.763,0.348,SecondClass,Customer N_3436
Existing Customer,52,M,Uneducated,Blue,1584,0.809,4279,67,0.718,0.6,SecondClass,Customer N_3437
Existing Customer,29,F,High School,Blue,1488,0.924,4642,92,0.878,0.481,SecondClass,Customer N_3438
Attrited Customer,48,F,High School,Blue,0,0.504,2013,35,0.458,0,SecondClass,Customer N_3439
Existing Customer,45,M,High School,Blue,0,0.833,3814,67,1.03,0,SecondClass,Customer N_3440
Attrited Customer,41,M,Graduate,Blue,0,0.58,1937,51,0.594,0,FirstClass,Customer N_3441
Existing Customer,45,M,Graduate,Blue,1485,0.872,4275,77,0.833,0.184,FirstClass,Customer N_3442
Existing Customer,40,F,Graduate,Blue,2409,0.912,4624,86,0.87,0.778,SecondClass,Customer N_3443
Attrited Customer,48,F,Graduate,Blue,0,0.736,2054,46,0.586,0,SecondClass,Customer N_3444
Existing Customer,43,F,Uneducated,Blue,2424,0.617,4307,66,0.784,0.767,SecondClass,Customer N_3445
Attrited Customer,38,F,Uneducated,Blue,2432,0.12,1460,32,0.103,0.999,SecondClass,Customer N_3446
Attrited Customer,49,F,College,Blue,749,0.733,2644,43,0.483,0.467,SecondClass,Customer N_3447
Existing Customer,39,F,College,Blue,1869,0.858,4719,91,0.655,0.397,SecondClass,Customer N_3448
Existing Customer,38,F,High School,Blue,0,0.767,4815,81,0.653,0,SecondClass,Customer N_3449
Existing Customer,52,M,High School,Blue,1676,0.506,5495,69,0.816,0.069,SecondClass,Customer N_3450
Existing Customer,42,F,Graduate,Blue,1074,0.78,3857,70,0.75,0.634,SecondClass,Customer N_3451
Attrited Customer,50,F,High School,Blue,0,0.493,1441,39,0.393,0,SecondClass,Customer N_3452
Existing Customer,52,F,Graduate,Blue,1710,0.974,3987,64,0.829,0.157,SecondClass,Customer N_3453
Existing Customer,45,M,High School,Silver,1519,0.894,3355,66,0.886,0.09,SecondClass,Customer N_3454
Existing Customer,37,M,High School,Blue,0,0.797,4310,76,0.767,0,SecondClass,Customer N_3455
Existing Customer,42,M,Uneducated,Blue,1294,0.558,3221,66,0.61,0.156,SecondClass,Customer N_3456
Existing Customer,43,F,Uneducated,Blue,2517,0.7,4457,86,0.955,0.921,SecondClass,Customer N_3457
Existing Customer,40,M,Graduate,Blue,1509,0.803,4231,60,0.714,0.055,FirstClass,Customer N_3458
Existing Customer,54,M,Doctorate,Blue,0,0.662,2999,75,0.786,0,SecondClass,Customer N_3459
Existing Customer,42,F,Uneducated,Blue,0,0.944,4793,71,0.614,0,SecondClass,Customer N_3460
Existing Customer,39,F,Graduate,Blue,1160,1.227,4496,71,1.29,0.596,SecondClass,Customer N_3461
Existing Customer,54,F,College,Blue,2039,1.057,4037,71,0.821,0.666,SecondClass,Customer N_3462
Existing Customer,47,F,Post-Graduate,Blue,1059,0.78,4342,62,0.771,0.34,SecondClass,Customer N_3463
Existing Customer,54,M,Uneducated,Blue,2158,0.844,3094,56,1,0.144,SecondClass,Customer N_3464
Attrited Customer,49,F,Doctorate,Blue,0,1.006,2510,38,0.407,0,SecondClass,Customer N_3465
Existing Customer,46,F,College,Blue,2373,0.697,4647,65,0.806,0.948,SecondClass,Customer N_3466
Existing Customer,38,F,High School,Blue,0,0.885,5245,89,0.712,0,SecondClass,Customer N_3467
Existing Customer,43,F,Graduate,Blue,622,0.775,5001,88,0.492,0.152,SecondClass,Customer N_3468
Existing Customer,62,M,Graduate,Blue,607,0.857,4942,76,0.652,0.046,SecondClass,Customer N_3469
Existing Customer,59,F,Graduate,Blue,1469,0.634,3365,63,0.75,0.304,SecondClass,Customer N_3470
Attrited Customer,45,F,Graduate,Blue,916,0.471,1656,31,0.722,0.155,SecondClass,Customer N_3471
Existing Customer,43,M,Graduate,Blue,0,0.453,4366,69,0.816,0,SecondClass,Customer N_3472
Existing Customer,50,F,Uneducated,Blue,754,0.74,4457,69,0.683,0.524,SecondClass,Customer N_3473
Existing Customer,31,F,High School,Blue,984,0.639,5155,77,0.925,0.307,SecondClass,Customer N_3474
Existing Customer,50,F,High School,Blue,1004,0.827,5116,75,0.974,0.679,SecondClass,Customer N_3475
Existing Customer,38,F,Graduate,Blue,2216,0.741,4717,75,0.562,0.705,SecondClass,Customer N_3476
Existing Customer,58,M,College,Blue,1480,0.853,3292,73,0.921,0.798,FirstClass,Customer N_3477
Attrited Customer,49,M,Uneducated,Blue,0,0.493,2253,39,0.345,0,SecondClass,Customer N_3478
Existing Customer,37,M,Uneducated,Blue,1793,0.886,3672,75,0.923,0.183,FirstClass,Customer N_3479
Existing Customer,47,F,Graduate,Blue,0,0.561,3774,80,0.818,0,SecondClass,Customer N_3480
Attrited Customer,47,M,Graduate,Blue,0,0.641,1900,36,0.5,0,SecondClass,Customer N_3481
Attrited Customer,43,M,College,Blue,0,0.536,1370,38,0.357,0,FirstClass,Customer N_3482
Existing Customer,32,F,Uneducated,Blue,1114,0.603,4106,66,0.833,0.517,SecondClass,Customer N_3483
Existing Customer,63,F,College,Blue,0,0.536,3974,56,0.931,0,SecondClass,Customer N_3484
Existing Customer,61,F,Graduate,Blue,0,0.925,3560,67,0.861,0,SecondClass,Customer N_3485
Existing Customer,48,M,High School,Gold,1948,0.666,4539,75,0.705,0.056,SecondClass,Customer N_3486
Existing Customer,49,M,High School,Blue,1058,0.56,4109,72,0.8,0.736,FirstClass,Customer N_3487
Attrited Customer,49,M,Graduate,Blue,0,1.012,3081,50,0.667,0,FirstClass,Customer N_3488
Existing Customer,35,F,Graduate,Blue,1370,0.781,4359,79,0.927,0.62,SecondClass,Customer N_3489
Existing Customer,53,F,Doctorate,Blue,1647,0.848,4270,76,0.767,0.73,SecondClass,Customer N_3490
Existing Customer,51,M,Uneducated,Blue,961,0.678,4126,90,0.667,0.638,FirstClass,Customer N_3491
Existing Customer,65,F,Uneducated,Silver,0,0.648,4836,83,0.566,0,SecondClass,Customer N_3492
Attrited Customer,62,F,High School,Blue,0,0.64,2162,36,0.161,0,SecondClass,Customer N_3493
Existing Customer,43,F,Uneducated,Blue,1513,0.829,3462,67,0.558,0.872,SecondClass,Customer N_3494
Existing Customer,51,M,College,Blue,1427,0.725,3833,73,0.587,0.766,FirstClass,Customer N_3495
Existing Customer,43,F,High School,Blue,1041,0.744,4037,74,0.682,0.157,SecondClass,Customer N_3496
Attrited Customer,49,M,Post-Graduate,Blue,1159,0.404,1828,45,0.5,0.087,FirstClass,Customer N_3497
Existing Customer,39,F,Graduate,Blue,1646,0.747,4512,80,0.509,0.621,SecondClass,Customer N_3498
Attrited Customer,37,M,Uneducated,Blue,0,0.857,2095,43,0.536,0,SecondClass,Customer N_3499
Existing Customer,40,F,Graduate,Blue,1771,0.788,4316,72,0.6,0.674,SecondClass,Customer N_3500
Existing Customer,46,M,Uneducated,Blue,1259,0.671,4300,94,0.741,0.036,FirstClass,Customer N_3501
Existing Customer,52,M,High School,Blue,1049,0.874,4218,64,0.73,0.396,FirstClass,Customer N_3502
Existing Customer,58,F,College,Blue,2251,1.044,5379,92,0.643,0.676,SecondClass,Customer N_3503
Existing Customer,49,F,Uneducated,Blue,1820,0.727,4507,63,0.703,0.544,SecondClass,Customer N_3504
Attrited Customer,51,M,High School,Blue,1760,0.869,2447,40,0.429,0.427,SecondClass,Customer N_3505
Attrited Customer,57,F,Graduate,Blue,2517,0.646,2477,42,0.615,0.833,SecondClass,Customer N_3506
Existing Customer,56,F,High School,Blue,1324,0.762,4108,72,0.846,0.592,SecondClass,Customer N_3507
Existing Customer,42,M,Post-Graduate,Blue,1747,0.311,4012,60,0.429,0.084,SecondClass,Customer N_3508
Attrited Customer,48,M,Doctorate,Blue,0,0.576,1759,34,0.214,0,SecondClass,Customer N_3509
Existing Customer,45,M,Doctorate,Blue,1254,0.93,3906,81,0.8,0.138,FirstClass,Customer N_3510
Existing Customer,47,M,Graduate,Blue,0,0.812,4360,66,1.357,0,SecondClass,Customer N_3511
Existing Customer,44,F,Uneducated,Blue,0,0.678,3999,66,1.062,0,SecondClass,Customer N_3512
Existing Customer,55,M,Graduate,Blue,1718,0.51,5220,74,0.423,0.05,FirstClass,Customer N_3513
Existing Customer,43,M,Graduate,Blue,1244,0.667,4354,79,0.927,0.19,FirstClass,Customer N_3514
Existing Customer,35,F,Doctorate,Blue,1554,0.581,4598,71,0.651,0.796,SecondClass,Customer N_3515
Existing Customer,49,M,High School,Blue,1783,0.732,4887,69,0.725,0.584,SecondClass,Customer N_3516
Attrited Customer,44,M,Graduate,Blue,966,0.488,2048,40,0.333,0.038,FirstClass,Customer N_3517
Existing Customer,42,M,High School,Gold,1045,0.848,3574,75,0.923,0.03,FirstClass,Customer N_3518
Attrited Customer,39,F,Graduate,Blue,1536,0.712,2579,47,0.469,0.819,SecondClass,Customer N_3519
Existing Customer,44,M,Graduate,Blue,1229,0.497,4014,69,0.568,0.073,SecondClass,Customer N_3520
Existing Customer,56,F,Graduate,Blue,1621,0.568,4118,70,0.591,0.658,SecondClass,Customer N_3521
Existing Customer,46,M,College,Silver,1278,0.51,4699,73,0.622,0.037,FirstClass,Customer N_3522
Existing Customer,50,M,College,Blue,1687,0.957,3739,55,0.618,0.356,SecondClass,Customer N_3523
Existing Customer,43,M,College,Blue,1455,0.482,3412,71,0.821,0.155,SecondClass,Customer N_3524
Existing Customer,45,F,Uneducated,Blue,1118,0.788,4110,71,1.152,0.543,SecondClass,Customer N_3525
Existing Customer,39,F,Graduate,Blue,918,0.671,3961,69,0.605,0.135,SecondClass,Customer N_3526
Existing Customer,45,M,High School,Blue,1985,0.796,4480,70,0.75,0.718,SecondClass,Customer N_3527
Existing Customer,55,F,Graduate,Blue,0,0.907,4271,79,0.756,0,SecondClass,Customer N_3528
Existing Customer,49,F,College,Blue,1856,1.103,4498,64,0.829,0.565,SecondClass,Customer N_3529
Existing Customer,46,F,Graduate,Blue,1961,0.802,4519,78,0.733,0.794,SecondClass,Customer N_3530
Existing Customer,42,F,Graduate,Blue,1709,0.493,4389,79,0.58,0.404,SecondClass,Customer N_3531
Existing Customer,45,M,Graduate,Blue,1332,0.665,4293,73,0.622,0.042,FirstClass,Customer N_3532
Attrited Customer,59,F,Graduate,Blue,0,0.5,2017,37,0.762,0,SecondClass,Customer N_3533
Attrited Customer,49,F,Graduate,Blue,0,0.409,1849,43,0.536,0,SecondClass,Customer N_3534
Existing Customer,47,F,Graduate,Blue,1541,0.656,4570,68,0.511,0.495,SecondClass,Customer N_3535
Existing Customer,58,F,High School,Blue,1532,0.583,4214,83,0.537,0.547,SecondClass,Customer N_3536
Existing Customer,48,F,College,Blue,1163,0.871,4786,81,0.723,0.608,SecondClass,Customer N_3537
Existing Customer,46,M,College,Blue,887,1.065,3101,54,1,0.047,FirstClass,Customer N_3538
Attrited Customer,51,F,Graduate,Blue,395,0.711,2473,44,0.571,0.196,SecondClass,Customer N_3539
Existing Customer,51,M,Post-Graduate,Blue,1970,0.799,4850,80,0.633,0.408,FirstClass,Customer N_3540
Attrited Customer,56,M,Graduate,Blue,0,0.65,2123,37,0.542,0,FirstClass,Customer N_3541
Existing Customer,50,F,High School,Blue,1614,0.554,4442,64,0.73,0.813,SecondClass,Customer N_3542
Existing Customer,53,F,College,Blue,1997,0.787,5085,78,0.773,0.864,SecondClass,Customer N_3543
Existing Customer,46,F,Graduate,Blue,2126,0.748,3601,66,0.65,0.804,SecondClass,Customer N_3544
Existing Customer,39,F,Uneducated,Blue,1302,0.631,3785,63,0.75,0.631,SecondClass,Customer N_3545
Existing Customer,50,F,Graduate,Blue,1881,0.66,3808,81,0.884,0.536,SecondClass,Customer N_3546
Existing Customer,55,M,Graduate,Blue,916,0.721,3281,63,0.8,0.061,FirstClass,Customer N_3547
Attrited Customer,50,M,College,Blue,0,0.504,1704,34,0.478,0,FirstClass,Customer N_3548
Existing Customer,45,M,High School,Blue,877,0.644,4596,71,0.449,0.403,SecondClass,Customer N_3549
Existing Customer,42,M,College,Blue,895,0.952,3934,74,0.644,0.03,FirstClass,Customer N_3550
Existing Customer,50,F,High School,Blue,2090,0.975,4297,88,0.833,0.703,SecondClass,Customer N_3551
Attrited Customer,50,F,Graduate,Blue,0,0.658,2329,43,0.593,0,SecondClass,Customer N_3552
Existing Customer,51,F,Uneducated,Blue,701,0.819,4124,87,0.891,0.086,SecondClass,Customer N_3553
Existing Customer,48,F,Post-Graduate,Blue,1983,0.7,4727,83,0.804,0.749,SecondClass,Customer N_3554
Attrited Customer,43,M,High School,Blue,1477,0.324,1868,40,0.212,0.043,FirstClass,Customer N_3555
Existing Customer,37,F,High School,Blue,1486,0.836,5202,88,0.692,0.791,SecondClass,Customer N_3556
Existing Customer,45,M,High School,Blue,1696,0.632,4472,86,0.792,0.107,FirstClass,Customer N_3557
Existing Customer,44,F,High School,Blue,0,0.666,2473,56,0.6,0,SecondClass,Customer N_3558
Existing Customer,60,F,Uneducated,Blue,1740,0.735,3863,69,0.725,0.65,SecondClass,Customer N_3559
Existing Customer,58,F,Post-Graduate,Blue,0,0.657,4722,89,0.745,0,SecondClass,Customer N_3560
Existing Customer,42,M,Graduate,Blue,0,0.983,4496,77,0.925,0,SecondClass,Customer N_3561
Existing Customer,61,M,High School,Blue,1969,0.644,4313,84,0.787,0.766,SecondClass,Customer N_3562
Attrited Customer,56,M,High School,Blue,0,0.831,2342,40,0.6,0,SecondClass,Customer N_3563
Existing Customer,44,M,Graduate,Blue,1117,0.57,4682,89,0.679,0.188,SecondClass,Customer N_3564
Existing Customer,39,M,Graduate,Blue,1561,0.69,2045,53,1.65,0.328,SecondClass,Customer N_3565
Existing Customer,44,M,College,Blue,1754,0.865,4413,69,0.725,0.092,SecondClass,Customer N_3566
Existing Customer,47,M,Graduate,Blue,1205,0.708,3821,83,0.66,0.091,FirstClass,Customer N_3567
Attrited Customer,49,F,Post-Graduate,Blue,0,0.677,2687,41,0.414,0,SecondClass,Customer N_3568
Existing Customer,42,F,Graduate,Blue,1850,0.775,4483,77,0.54,0.75,SecondClass,Customer N_3569
Existing Customer,44,F,High School,Blue,1110,0.63,5102,63,0.615,0.326,SecondClass,Customer N_3570
Existing Customer,45,F,Uneducated,Blue,0,0.879,4554,75,0.744,0,SecondClass,Customer N_3571
Existing Customer,51,M,High School,Blue,1513,0.925,4969,84,0.909,0.213,SecondClass,Customer N_3572
Existing Customer,57,F,High School,Blue,869,1.038,4297,64,0.778,0.246,SecondClass,Customer N_3573
Existing Customer,64,F,Graduate,Blue,1582,0.775,3951,79,0.881,0.69,SecondClass,Customer N_3574
Existing Customer,37,M,Graduate,Blue,0,0.778,3950,82,0.864,0,FirstClass,Customer N_3575
Attrited Customer,53,F,Graduate,Blue,0,0.863,2141,35,0.346,0,SecondClass,Customer N_3576
Existing Customer,50,F,High School,Blue,996,0.527,3927,60,0.935,0.114,SecondClass,Customer N_3577
Existing Customer,45,F,Graduate,Blue,1336,1.019,4224,77,0.791,0.506,SecondClass,Customer N_3578
Existing Customer,43,M,High School,Blue,1048,0.864,4192,73,0.738,0.03,FirstClass,Customer N_3579
Existing Customer,50,F,High School,Blue,0,0.854,4759,98,0.719,0,SecondClass,Customer N_3580
Attrited Customer,42,M,College,Blue,0,0.509,1841,39,0.5,0,SecondClass,Customer N_3581
Existing Customer,49,M,Graduate,Blue,1459,0.964,2750,57,0.9,0.082,FirstClass,Customer N_3582
Existing Customer,50,F,Graduate,Blue,0,1.196,4512,77,0.833,0,SecondClass,Customer N_3583
Existing Customer,49,F,College,Blue,1946,0.582,3592,79,0.756,0.305,SecondClass,Customer N_3584
Existing Customer,43,M,Graduate,Blue,1622,0.75,4282,52,0.926,0.085,FirstClass,Customer N_3585
Existing Customer,60,M,College,Blue,2257,0.795,4522,75,0.471,0.734,SecondClass,Customer N_3586
Existing Customer,49,M,Graduate,Blue,1501,1.043,4344,68,1.194,0.532,SecondClass,Customer N_3587
Attrited Customer,42,F,College,Blue,0,0.547,2232,41,0.464,0,SecondClass,Customer N_3588
Existing Customer,42,M,College,Silver,904,0.726,3910,68,0.659,0.026,FirstClass,Customer N_3589
Existing Customer,43,M,Graduate,Blue,2084,0.807,3462,49,1.042,0.506,FirstClass,Customer N_3590
Existing Customer,42,F,Doctorate,Silver,1079,0.813,3338,65,0.711,0.107,SecondClass,Customer N_3591
Existing Customer,43,M,Uneducated,Blue,598,0.967,4852,85,0.771,0.228,SecondClass,Customer N_3592
Existing Customer,47,M,High School,Blue,0,0.454,3115,69,0.816,0,SecondClass,Customer N_3593
Existing Customer,56,M,Uneducated,Blue,1414,0.603,3991,76,0.617,0.08,FirstClass,Customer N_3594
Existing Customer,56,M,Doctorate,Blue,2465,0.772,3331,74,0.682,0.55,FirstClass,Customer N_3595
Existing Customer,43,F,High School,Blue,2284,0.673,4084,70,0.628,0.678,SecondClass,Customer N_3596
Existing Customer,44,M,Graduate,Blue,930,0.903,3309,67,1.03,0.553,SecondClass,Customer N_3597
Existing Customer,42,F,High School,Blue,2017,0.883,4119,73,1.028,0.731,SecondClass,Customer N_3598
Existing Customer,49,F,High School,Blue,866,0.88,4697,83,0.844,0.454,SecondClass,Customer N_3599
Existing Customer,48,M,High School,Blue,1647,0.542,4674,72,0.714,0.145,FirstClass,Customer N_3600
Existing Customer,44,M,Doctorate,Blue,2496,0.709,4076,60,0.579,0.33,FirstClass,Customer N_3601
Attrited Customer,42,F,Doctorate,Blue,0,0.373,1693,37,0.423,0,SecondClass,Customer N_3602
Existing Customer,50,F,Uneducated,Blue,2517,0.699,4483,87,0.776,0.787,SecondClass,Customer N_3603
Existing Customer,35,F,High School,Blue,900,0.873,4237,76,0.9,0.469,SecondClass,Customer N_3604
Attrited Customer,47,M,High School,Blue,728,0.403,1682,43,0.303,0.039,SecondClass,Customer N_3605
Attrited Customer,41,M,Post-Graduate,Blue,0,0.648,2302,42,0.5,0,FirstClass,Customer N_3606
Existing Customer,43,M,College,Blue,1348,0.681,3694,67,0.718,0.094,FirstClass,Customer N_3607
Existing Customer,42,F,Graduate,Blue,0,0.846,4544,72,0.565,0,SecondClass,Customer N_3608
Existing Customer,49,M,Doctorate,Blue,2002,0.684,4192,62,0.55,0.404,SecondClass,Customer N_3609
Existing Customer,46,M,Uneducated,Blue,2213,0.584,4492,71,0.821,0.064,FirstClass,Customer N_3610
Attrited Customer,51,F,Graduate,Blue,331,0.879,2377,47,0.516,0.188,SecondClass,Customer N_3611
Existing Customer,47,M,Graduate,Blue,612,0.635,3578,75,0.531,0.025,SecondClass,Customer N_3612
Existing Customer,47,M,High School,Blue,1654,0.648,3392,70,0.591,0.851,SecondClass,Customer N_3613
Attrited Customer,40,F,Post-Graduate,Blue,2517,0.563,1633,32,0.778,0.663,SecondClass,Customer N_3614
Existing Customer,43,F,Graduate,Blue,2189,0.695,3956,71,0.732,0.537,SecondClass,Customer N_3615
Attrited Customer,48,F,Graduate,Blue,482,0.814,2403,42,0.615,0.161,SecondClass,Customer N_3616
Existing Customer,54,F,Graduate,Blue,1634,0.771,4292,66,0.833,0.787,SecondClass,Customer N_3617
Existing Customer,41,F,Graduate,Blue,721,0.769,4250,85,0.889,0.334,SecondClass,Customer N_3618
Existing Customer,40,F,College,Blue,1349,0.743,4574,84,0.714,0.662,SecondClass,Customer N_3619
Existing Customer,33,M,Doctorate,Blue,1102,0.823,4478,87,0.673,0.074,FirstClass,Customer N_3620
Existing Customer,47,F,High School,Blue,620,0.746,4384,70,0.522,0.392,SecondClass,Customer N_3621
Existing Customer,46,M,College,Blue,1719,0.686,4678,80,0.509,0.111,SecondClass,Customer N_3622
Attrited Customer,44,F,Doctorate,Blue,0,1.041,2888,39,0.444,0,SecondClass,Customer N_3623
Attrited Customer,51,M,Graduate,Blue,1554,0.501,2216,34,0.308,0.43,FirstClass,Customer N_3624
Existing Customer,48,F,Graduate,Blue,0,0.686,4385,80,0.951,0,SecondClass,Customer N_3625
Existing Customer,51,F,High School,Blue,0,0.826,4242,70,0.458,0,SecondClass,Customer N_3626
Attrited Customer,48,F,Graduate,Blue,860,0.708,2522,42,0.312,0.443,SecondClass,Customer N_3627
Existing Customer,35,M,High School,Blue,938,0.537,3015,64,0.73,0.109,SecondClass,Customer N_3628
Existing Customer,35,F,Graduate,Blue,0,0.512,3427,64,0.829,0,SecondClass,Customer N_3629
Existing Customer,51,F,Graduate,Blue,697,0.7,3325,76,0.652,0.158,SecondClass,Customer N_3630
Existing Customer,50,F,High School,Blue,0,0.909,4697,82,0.907,0,SecondClass,Customer N_3631
Existing Customer,31,F,Post-Graduate,Blue,1731,0.569,3959,71,0.732,0.626,SecondClass,Customer N_3632
Existing Customer,42,M,Graduate,Silver,1140,1.01,4059,80,0.86,0.045,SecondClass,Customer N_3633
Attrited Customer,45,F,Graduate,Blue,1103,0.739,2335,41,0.708,0.631,SecondClass,Customer N_3634
Existing Customer,45,F,High School,Blue,1867,0.656,3718,72,0.756,0.463,SecondClass,Customer N_3635
